numeric1,numeric2,numeric3,numeric4,numeric5,numeric6,numeric7,numeric8,class
0.162544,0.764954,0.496859,0.049448,0.200955,0.562345,0.159395,0.111538,1
0.223839,0.145041,0.309962,0.146668,0.15374,0.47823,0.025444,0.201375,0
0.646836,0.681911,0.396691,0.281922,0.946921,0.825669,0.024666,0.507856,1
0.526189,0.549004,0.650748,0.822388,0.714628,0.338198,0.437967,0.409447,1
0.698691,0.098717,0.256059,0.854098,0.19218,0.70855,0.339185,0.732017,0
0.330263,0.700846,0.61779,0.533081,0.900626,0.048246,0.923327,0.183045,0
0.563787,0.40493,0.916979,0.65957,0.390868,0.632371,0.763934,0.125469,1
0.805549,0.981241,0.386951,0.412987,0.534613,0.081329,0.763732,0.364271,1
0.028447,0.473227,0.094928,0.207405,0.65862,0.110534,0.61617,0.570344,0
0.392708,0.820965,0.523934,0.641068,0.831472,0.375961,0.963092,0.123192,0
0.29725,0.284549,0.34628,0.386901,0.2065,0.091482,0.639962,0.758654,1
0.460555,0.926464,0.160363,0.779033,0.572575,0.259145,0.290224,0.174474,0
0.021356,0.676058,0.201189,0.54244,0.109129,0.482936,0.625432,0.117,1
0.6056,0.122437,0.059884,0.372408,0.809051,0.328945,0.386234,0.267,0
0.070655,0.778272,0.080488,0.223903,0.454125,0.658916,0.1904,0.482851,0
0.741432,0.418918,0.788809,0.520914,0.91504,0.739027,0.777479,0.715029,1
0.229915,0.853062,0.790819,0.037912,0.851962,0.693625,0.90503,0.492978,1
0.734153,0.478178,0.530357,0.793659,0.679854,0.433289,0.965279,0.215534,1
0.471091,0.124821,0.891719,0.743322,0.316671,0.632577,0.278474,0.117803,0
0.703828,0.797689,0.988306,0.679251,0.459123,0.407767,0.633052,0.249209,1
0.667,0.408373,0.914306,0.050357,0.812278,0.277313,0.551151,0.329078,1
0.847891,0.403686,0.667767,0.01404,0.290154,0.918208,0.043336,0.668996,1
0.880195,0.33793,0.729589,0.17193,0.937183,0.858273,0.757798,0.803554,1
0.63544,0.802052,0.216638,0.683045,0.700227,0.81816,0.198134,0.650077,0
0.435921,0.911869,0.980984,0.759526,0.575507,0.284186,0.348875,0.528928,1
0.171761,0.259472,0.12597,0.958587,0.638168,0.288524,0.852582,0.130413,0
0.09161,0.128623,0.021099,0.883935,0.348998,0.822489,0.445552,0.66655,0
0.421618,0.022718,0.57151,0.45498,0.191427,0.445601,0.267888,0.678938,1
0.286521,0.024903,0.147808,0.159976,0.782842,0.558738,0.609155,0.696008,0
0.136533,0.821395,0.358141,0.792044,0.673238,0.808149,0.64385,0.360478,0
0.239492,0.070698,0.37835,0.275981,0.417812,0.887152,0.62289,0.020758,1
0.591649,0.284036,0.639471,0.070314,0.438949,0.321314,0.932765,0.530851,1
0.039547,0.228254,0.766889,0.294327,0.54429,0.560937,0.357404,0.638331,1
0.272752,0.541471,0.310934,0.765303,0.181575,0.134476,0.91317,0.249283,0
0.876943,0.218193,0.550537,0.738224,0.732362,0.415526,0.891684,0.54608,1
0.216893,0.764637,0.451972,0.961203,0.239157,0.429187,0.817498,0.19629,0
0.168886,0.075077,0.114727,0.90993,0.210493,0.373581,0.277663,0.140987,0
0.671503,0.208488,0.300457,0.233918,0.492404,0.045568,0.343367,0.468864,1
0.395496,0.173021,0.236218,0.172022,0.616879,0.632806,0.867681,0.623041,1
0.97208,0.32997,0.286519,0.314419,0.398473,0.782287,0.830208,0.700752,0
0.416228,0.851721,0.758877,0.468504,0.077251,0.046379,0.01742,0.446585,0
0.777741,0.090105,0.294982,0.487434,0.829729,0.72434,0.87439,0.998197,0
0.924066,0.545013,0.036656,0.204986,0.178766,0.023429,0.414053,0.268885,1
0.986745,0.931577,0.122209,0.519044,0.886149,0.933361,0.082402,0.553122,1
0.718371,0.466654,0.779501,0.341337,0.693323,0.503501,0.448575,0.98764,1
0.250265,0.023407,0.869678,0.04518,0.529475,0.921678,0.20903,0.861401,1
0.48631,0.407627,0.011575,0.951604,0.447729,0.097453,0.178091,0.918233,1
0.935206,0.776115,0.094629,0.143839,0.363639,0.47086,0.902677,0.860117,0
0.443609,0.888934,0.450178,0.886171,0.707996,0.751618,0.706996,0.250343,1
0.476939,0.867967,0.562188,0.411802,0.097186,0.268933,0.590242,0.96461,0
0.50403,0.221656,0.008611,0.48821,0.326745,0.147555,0.795243,0.698614,0
0.236504,0.775752,0.030728,0.216607,0.664392,0.569867,0.72011,0.62233,0
0.686032,0.2054,0.471455,0.782947,0.694576,0.020487,0.186609,0.663758,1
0.465229,0.914531,0.354148,0.963011,0.352187,0.127238,0.625316,0.946768,0
0.652812,0.694851,0.10087,0.802593,0.624051,0.150857,0.160002,0.67945,0
0.593899,0.085102,0.70438,0.062254,0.078078,0.288604,0.303343,0.462829,0
0.242569,0.215226,0.722152,0.336077,0.562747,0.799239,0.54828,0.981245,1
0.445652,0.642217,0.560286,0.45669,0.507268,0.291973,0.185551,0.387136,1
0.36574,0.94257,0.418172,0.30171,0.655062,0.850971,0.629263,0.017191,1
0.780101,0.590369,0.372906,0.75847,0.547867,0.284223,0.108718,0.932401,1
0.816593,0.668429,0.155763,0.765903,0.379984,0.042966,0.350541,0.649717,1
0.301533,0.27606,0.086121,0.006478,0.940692,0.649655,0.670191,0.186339,0
0.424386,0.278866,0.753136,0.052846,0.474011,0.991276,0.08613,0.247253,1
0.251406,0.785462,0.922925,0.884445,0.417808,0.879392,0.449264,0.884952,1
0.393727,0.223619,0.870943,0.58994,0.757896,0.624671,0.694844,0.654706,1
0.066291,0.480695,0.883244,0.703599,0.559716,0.244521,0.383676,0.255664,0
0.921004,0.779945,0.114151,0.816968,0.484579,0.81007,0.073808,0.883359,1
0.829861,0.300827,0.296846,0.471049,0.743512,0.775441,0.086339,0.530071,0
0.737776,0.50228,0.449129,0.204304,0.965884,0.512795,0.178851,0.401712,1
0.856097,0.677055,0.291574,0.424005,0.944438,0.878038,0.959101,0.147814,1
0.143947,0.513266,0.793538,0.339671,0.615158,0.258247,0.869027,0.514383,1
0.758956,0.952979,0.676111,0.251243,0.365638,0.805737,0.670012,0.293685,1
0.622994,0.847669,0.19618,0.075345,0.511365,0.717196,0.354789,0.539142,0
0.095131,0.404988,0.800426,0.245871,0.357743,0.548292,0.56404,0.804929,1
0.232073,0.781908,0.88417,0.875704,0.821677,0.295328,0.632474,0.806747,0
0.521368,0.227646,0.731285,0.602178,0.242418,0.989518,0.214723,0.648588,1
0.680674,0.995172,0.916903,0.128177,0.202408,0.779062,0.297172,0.884911,1
0.396854,0.089333,0.72713,0.655588,0.160586,0.678479,0.04798,0.329393,1
0.835776,0.71401,0.427559,0.894657,0.776043,0.686954,0.955709,0.019528,1
0.2575,0.310292,0.413661,0.405602,0.352858,0.919931,0.306463,0.152229,1
0.466159,0.201992,0.222005,0.095275,0.349512,0.149451,0.076127,0.010255,1
0.242828,0.317581,0.557048,0.374076,0.451817,0.82789,0.226338,0.225656,1
0.968481,0.955934,0.629653,0.353655,0.512792,0.092947,0.159335,0.897812,1
0.156649,0.725684,0.15467,0.781753,0.924148,0.215318,0.610899,0.540543,0
0.663815,0.581489,0.245879,0.303932,0.099595,0.681055,0.427796,0.12373,0
0.917766,0.959305,0.951452,0.99056,0.739951,0.495813,0.116988,0.13162,1
0.612507,0.722609,0.33798,0.692774,0.109579,0.568871,0.622465,0.843461,0
0.325895,0.308184,0.353656,0.073166,0.876507,0.043832,0.031055,0.978826,0
0.194256,0.923808,0.40302,0.388086,0.321455,0.828625,0.769061,0.120477,1
0.794697,0.216224,0.702841,0.233718,0.166284,0.113216,0.728469,0.389703,1
0.59423,0.382324,0.907046,0.107801,0.933362,0.559925,0.886907,0.683823,1
0.331819,0.699504,0.707677,0.462062,0.639597,0.859583,0.348038,0.270211,1
0.773993,0.849087,0.963514,0.542504,0.51461,0.46681,0.841335,0.905028,1
0.423803,0.009805,0.299624,0.335801,0.889129,0.141212,0.576887,0.920685,0
0.792807,0.522842,0.583331,0.293477,0.015045,0.437931,0.092934,0.443612,1
0.366956,0.665695,0.255721,0.216727,0.674235,0.044502,0.344994,0.223962,1
0.282532,0.921281,0.002678,0.65588,0.554403,0.009127,0.966846,0.490406,1
0.531164,0.428632,0.88445,0.100602,0.706281,0.732179,0.505801,0.487969,1
0.200065,0.401517,0.14726,0.271072,0.889044,0.563627,0.915429,0.118372,0
0.337336,0.034167,0.933263,0.256513,0.827533,0.568297,0.211785,0.533966,1
0.395067,0.375415,0.870694,0.274782,0.532705,0.537376,0.126956,0.818382,1
0.961661,0.276279,0.5517,0.215564,0.387515,0.39471,0.692773,0.280078,0
0.150778,0.959003,0.842555,0.208644,0.453942,0.875215,0.450885,0.969238,1
0.626717,0.74084,0.765849,0.281985,0.607729,0.537227,0.518534,0.171192,1
0.115113,0.105026,0.416032,0.686542,0.307546,0.243289,0.634591,0.957606,0
0.776558,0.143975,0.463419,0.489275,0.077248,0.444648,0.54939,0.597622,0
0.959023,0.26209,0.960391,0.641535,0.527413,0.051945,0.796374,0.229209,1
0.467961,0.522277,0.787288,0.142108,0.629874,0.992659,0.71115,0.427713,1
0.638416,0.357885,0.121816,0.855509,0.542538,0.979454,0.582902,0.253215,0
0.309446,0.504439,0.701163,0.545565,0.60921,0.96193,0.936791,0.090254,0
0.298217,0.692224,0.851366,0.682628,0.838108,0.384168,0.357575,0.763107,1
0.797044,0.427461,0.996354,0.669132,0.745888,0.822455,0.548404,0.762513,0
0.584621,0.283896,0.888271,0.705581,0.526201,0.173625,0.594644,0.781122,1
0.626115,0.530801,0.021334,0.970332,0.779903,0.781474,0.973513,0.61159,0
0.395526,0.234544,0.31983,0.015484,0.063562,0.127011,0.768413,0.874668,0
0.927473,0.47,0.981951,0.213584,0.654942,0.46933,0.812234,0.555262,0
0.642311,0.403548,0.031841,0.367516,0.630153,0.061924,0.15968,0.012951,1
0.694858,0.116198,0.906528,0.468653,0.004831,0.570556,0.05429,0.717687,0
0.994819,0.209798,0.225149,0.586424,0.496905,0.510587,0.370896,0.528763,0
0.863818,0.421634,0.046344,0.218564,0.512596,0.334967,0.416952,0.466602,1
0.541348,0.174196,0.240821,0.808919,0.132917,0.635512,0.523304,0.754838,0
0.856519,0.754666,0.774598,0.787123,0.013984,0.754712,0.172307,0.407623,1
0.561083,0.690863,0.207471,0.546146,0.379952,0.974576,0.053168,0.622706,0
0.631982,0.08673,0.479215,0.826213,0.655948,0.763601,0.244127,0.453963,1
0.339656,0.11308,0.347376,0.544544,0.366325,0.544042,0.493655,0.710011,0
0.930555,0.759326,0.941397,0.69484,0.599854,0.045427,0.362866,0.716408,1
0.801094,0.034076,0.728042,0.53376,0.507101,0.263312,0.715423,0.665108,1
0.402838,0.342185,0.896328,0.033373,0.778931,0.386904,0.886688,0.924049,1
0.503431,0.349168,0.325171,0.714171,0.331823,0.107451,0.138117,0.498666,0
0.61043,0.348571,0.777951,0.301137,0.177288,0.518385,0.060883,0.392789,1
0.002146,0.058787,0.631397,0.353679,0.354516,0.412906,0.745081,0.130592,1
0.883776,0.045638,0.078606,0.858446,0.646209,0.412089,0.923579,0.427607,0
0.90221,0.323331,0.621303,0.650671,0.30455,0.962253,0.289247,0.633238,0
0.29635,0.097544,0.983924,0.688684,0.929503,0.369285,0.504712,0.688604,0
0.619537,0.03542,0.778466,0.748636,0.743696,0.577657,0.841768,0.892239,1
0.484455,0.18405,0.509896,0.516671,0.677008,0.0435,0.918614,0.43867,1
0.278423,0.751892,0.773519,0.827246,0.018993,0.9423,0.774818,0.595165,0
0.123406,0.956234,0.008608,0.03703,0.141569,0.740939,0.065517,0.197074,0
0.241566,0.317548,0.50735,0.661299,0.932467,0.017237,0.665138,0.297155,1
0.496625,0.803343,0.721774,0.389972,0.010726,0.313612,0.005695,0.151419,1
0.75211,0.343673,0.490727,0.677937,0.713445,0.431379,0.53921,0.199118,1
0.784513,0.121413,0.09407,0.523755,0.314803,0.133766,0.037729,0.53019,0
0.114674,0.680125,0.317259,0.377706,0.844754,0.131187,0.75835,0.654369,0
0.478628,0.029429,0.540168,0.826241,0.864862,0.821273,0.859598,0.368204,1
0.833338,0.171845,0.185394,0.024091,0.866068,0.621004,0.031117,0.617394,0
0.084104,0.64112,0.360286,0.713745,0.18986,0.865049,0.577994,0.222473,0
0.790771,0.126564,0.20411,0.135584,0.968471,0.47513,0.337363,0.037569,1
0.048109,0.367028,0.560322,0.716922,0.789091,0.399729,0.326189,0.851881,1
0.673653,0.917438,0.765852,0.761302,0.472996,0.548378,0.306103,0.730683,1
0.784584,0.418411,0.514249,0.755807,0.530932,0.373882,0.421319,0.823228,1
0.869474,0.703128,0.779488,0.877712,0.879367,0.414176,0.559531,0.478032,1
0.685063,0.49041,0.741198,0.084862,0.126662,0.316496,0.852717,0.773155,1
0.314237,0.522653,0.272036,0.918018,0.14502,0.963807,0.839892,0.380714,0
0.315014,0.416891,0.991956,0.383131,0.020186,0.689321,0.031703,0.875523,1
0.656418,0.920999,0.370753,0.902612,0.511085,0.814314,0.181109,0.021673,0
0.693504,0.643629,0.775202,0.916286,0.200164,0.046139,0.043564,0.050361,1
0.602941,0.810783,0.247593,0.694476,0.43015,0.595542,0.165196,0.376349,0
0.53095,0.996508,0.944362,0.492628,0.23515,0.369438,0.991215,0.919314,1
0.560376,0.866831,0.218621,0.480108,0.803179,0.671884,0.963109,0.479147,0
0.707099,0.837421,0.187448,0.509445,0.413416,0.970938,0.552043,0.659533,0
0.639158,0.644918,0.779928,0.891771,0.877486,0.513971,0.575938,0.671159,0
0.569247,0.246128,0.560379,0.058112,0.292846,0.866765,0.262064,0.420241,1
0.584695,0.350467,0.931061,0.423287,0.359155,0.501282,0.346441,0.076641,1
0.177414,0.160607,0.931591,0.88839,0.152421,0.938953,0.731764,0.997883,1
0.815383,0.621775,0.617796,0.038594,0.797241,0.898826,0.641417,0.433421,1
0.830911,0.373917,0.373885,0.008933,0.455314,0.722526,0.382634,0.194709,1
0.683804,0.357003,0.969013,0.609568,0.174103,0.353145,0.532888,0.038491,0
0.706086,0.382196,0.568344,0.255301,0.719408,0.690653,0.697554,0.632346,1
0.86423,0.859253,0.499271,0.476393,0.756636,0.922468,0.339265,0.998177,1
0.681365,0.56748,0.615846,0.300467,0.364126,0.37143,0.764466,0.17567,1
0.906811,0.688366,0.650489,0.354267,0.246534,0.510244,0.74462,0.257122,1
0.280921,0.405459,0.991526,0.452545,0.609589,0.944861,0.297948,0.077345,1
0.024483,0.902227,0.431503,0.864242,0.945693,0.628588,0.037348,0.484317,0
0.48583,0.330121,0.246116,0.633575,0.431396,0.611047,0.0524,0.098501,0
0.371892,0.649072,0.37904,0.485971,0.301629,0.182206,0.652411,0.120142,0
0.4858,0.478131,0.114144,0.929146,0.295746,0.9897,0.135998,0.424254,0
0.326658,0.079644,0.441632,0.495338,0.779743,0.459804,0.602834,0.844923,1
0.660601,0.247767,0.99314,0.391659,0.212718,0.863329,0.631419,0.775362,1
0.810338,0.858661,0.23135,0.639425,0.002368,0.394205,0.086653,0.65528,0
0.921564,0.102205,0.750652,0.328235,0.667941,0.539807,0.729183,0.070212,0
0.787264,0.59509,0.774262,0.713937,0.569898,0.120379,0.498112,0.054301,1
0.235933,0.623788,0.406623,0.487655,0.333417,0.379316,0.098995,0.686388,1
0.788495,0.485299,0.803482,0.25121,0.957555,0.852862,0.86281,0.3919,1
0.063827,0.703233,0.072824,0.954554,0.746581,0.5356,0.219001,0.273012,0
0.32455,0.244536,0.925492,0.838948,0.837961,0.212667,0.243946,0.276386,1
0.892133,0.378372,0.432479,0.262867,0.748514,0.10355,0.534119,0.947323,1
0.8625,0.328539,0.728672,0.660884,0.988384,0.83982,0.472504,0.289785,1
0.79746,0.320683,0.768527,0.485685,0.698137,0.711982,0.611069,0.676263,1
0.963201,0.531572,0.839565,0.723263,0.045848,0.797966,0.989052,0.978879,0
0.041733,0.281356,0.751736,0.824178,0.004335,0.203913,0.9247,0.12798,0
0.11005,0.388103,0.291246,0.465463,0.604564,0.532625,0.976868,0.015762,0
0.088668,0.156691,0.101071,0.691143,0.757516,0.551981,0.974872,0.446512,0
0.334799,0.834448,0.285895,0.8917,0.070358,0.505488,0.048881,0.306804,0
0.070856,0.633961,0.133093,0.140526,0.802047,0.345503,0.707625,0.68428,0
0.301732,0.37573,0.783696,0.931045,0.269066,0.19619,0.410845,0.962138,0
0.020122,0.794807,0.817639,0.682228,0.964801,0.692081,0.832898,0.611051,0
0.228096,0.948241,0.623945,0.422373,0.434902,0.625599,0.162681,0.422854,1
0.37829,0.75664,0.694531,0.243123,0.801909,0.178577,0.72678,0.892901,1
0.646161,0.283763,0.277557,0.438726,0.730188,0.117875,0.604954,0.810865,0
0.343009,0.591959,0.236426,0.141493,0.391645,0.165014,0.493168,0.18347,0
0.088104,0.018254,0.248955,0.461642,0.132485,0.548251,0.63173,0.108288,1
0.870157,0.778353,0.994313,0.922124,0.70885,0.901993,0.733859,0.527911,1
0.044294,0.105106,0.757828,0.927682,0.088574,0.520538,0.559981,0.308441,0
0.22669,0.395573,0.75117,0.62765,0.908751,0.78305,0.712541,0.619449,0
0.070056,0.937701,0.061456,0.809834,0.168206,0.028609,0.443064,0.510275,1
0.689412,0.89958,0.347251,0.875976,0.530838,0.832527,0.756568,0.5676,0
0.971415,0.388621,0.158492,0.566472,0.749489,0.656439,0.172533,0.027258,0
0.751399,0.967185,0.840501,0.410014,0.814104,0.387868,0.87332,0.601611,1
0.927027,0.053049,0.382956,0.55422,0.592305,0.452168,0.834663,0.090491,0
0.799669,0.786332,0.517346,0.025658,0.765633,0.792769,0.418805,0.304014,1
0.3175,0.127136,0.639793,0.832864,0.292434,0.586343,0.946107,0.792316,1
0.779684,0.411818,0.79675,0.113362,0.495956,0.591059,0.430768,0.837151,1
0.585581,0.660781,0.401077,0.443667,0.55056,0.403397,0.439555,0.975117,1
0.702892,0.886065,0.069151,0.118949,0.179028,0.027025,0.52785,0.852743,0
0.635907,0.933226,0.588825,0.050036,0.574412,0.175376,0.069743,0.734628,1
0.240021,0.561401,0.472528,0.522373,0.438655,0.306572,0.136488,0.42118,1
0.370068,0.218425,0.570296,0.824564,0.957843,0.758832,0.394917,0.048439,0
0.346453,0.065238,0.171082,0.615972,0.83065,0.710759,0.38621,0.237061,0
0.853334,0.430135,0.56592,0.577929,0.088545,0.420586,0.883346,0.733546,1
0.331521,0.799201,0.368794,0.440116,0.771205,0.023445,0.265512,0.383647,0
0.703046,0.521672,0.589786,0.581521,0.640997,0.960085,0.063016,0.64044,1
0.169493,0.546898,0.623056,0.564113,0.487416,0.595668,0.499395,0.437417,1
0.021076,0.246801,0.481813,0.288143,0.832658,0.994072,0.970627,0.625484,1
0.612325,0.651263,0.954503,0.415039,0.0896,0.656548,0.532199,0.988304,1
0.114085,0.271551,0.74451,0.214082,0.847415,0.029209,0.690053,0.394881,1
0.562901,0.829224,0.127357,0.009539,0.455612,0.004996,0.035649,0.249459,0
0.743893,0.951671,0.35246,0.782288,0.886693,0.207242,0.721205,0.195153,1
0.683863,0.57887,0.490944,0.603214,0.885899,0.159228,0.854401,0.757889,1
0.709877,0.289549,0.46099,0.846768,0.322645,0.265955,0.807662,0.847453,1
0.844225,0.991499,0.674753,0.06442,0.79265,0.393479,0.705193,0.66613,1
0.617498,0.570745,0.720301,0.288545,0.224326,0.202655,0.659218,0.6533,1
0.98341,0.663946,0.455323,0.068687,0.727752,0.297332,0.344195,0.680073,0
0.917713,0.294312,0.713165,0.189195,0.252384,0.396998,0.39716,0.770752,1
0.00048,0.104977,0.658274,0.295856,0.086489,0.266983,0.280333,0.061773,0
0.817133,0.22299,0.191961,0.625054,0.175038,0.423265,0.709906,0.941436,0
0.954548,0.872663,0.59384,0.9482,0.531937,0.353069,0.632507,0.36058,1
0.296949,0.432762,0.673678,0.810842,0.312818,0.357286,0.211154,0.144711,1
0.725796,0.381408,0.518838,0.660687,0.979523,0.992307,0.858395,0.46745,1
0.745999,0.900817,0.596599,0.13945,0.497643,0.510616,0.034261,0.761883,1
0.813843,0.814489,0.370738,0.273665,0.840616,0.312286,0.506309,0.74063,1
0.803414,0.596977,0.319295,0.821071,0.110853,0.713205,0.645618,0.221872,0
0.381035,0.256994,0.435555,0.385857,0.672377,0.455777,0.465768,0.999633,1
0.307259,0.144667,0.544276,0.166052,0.939546,0.637909,0.361821,0.246598,0
0.935943,0.983697,0.015194,0.446334,0.716364,0.98605,0.756359,0.187735,0
0.724654,0.367822,0.77764,0.20914,0.842918,0.601989,0.153391,0.793302,1
0.429935,0.679217,0.705839,0.199546,0.230928,0.648059,0.109587,0.033019,1
0.462909,0.702132,0.21569,0.41019,0.259528,0.931706,0.000543,0.40753,0
0.42687,0.100705,0.7837,0.983197,0.984947,0.664554,0.236453,0.767202,1
0.229871,0.715494,0.613856,0.339575,0.658957,0.206424,0.742892,0.096175,0
0.615246,0.355635,0.999853,0.157086,0.439736,0.987774,0.512612,0.062579,1
0.402458,0.473134,0.724332,0.611058,0.943171,0.372495,0.57075,0.523111,0
0.077242,0.299913,0.514194,0.287174,0.754346,0.032563,0.941202,0.985878,0
0.778885,0.632042,0.142505,0.153182,0.753607,0.358194,0.337339,0.744594,1
0.414876,0.440197,0.411228,0.351237,0.483481,0.101037,0.197243,0.538517,1
0.391645,0.454334,0.978429,0.116245,0.457278,0.461857,0.879682,0.503352,1
0.541987,0.582582,0.545513,0.864532,0.8599,0.748767,0.448909,0.115699,0
0.255555,0.483591,0.904751,0.715711,0.656902,0.338998,0.615566,0.285702,0
0.277775,0.683157,0.928808,0.444985,0.976616,0.876372,0.337917,0.328632,1
0.498489,0.221319,0.042402,0.143861,0.985209,0.552488,0.872261,0.970416,0
0.0695,0.578288,0.883945,0.531748,0.302056,0.165917,0.29622,0.93671,1
0.311995,0.422162,0.783838,0.315349,0.000528,0.509291,0.869324,0.338943,1
0.679082,0.470927,0.185283,0.782703,0.100688,0.078656,0.566568,0.363195,1
0.152371,0.261988,0.244061,0.598495,0.37317,0.798036,0.540512,0.425572,1
0.971864,0.751447,0.969565,0.282535,0.696503,0.96124,0.340523,0.503664,0
0.265459,0.307266,0.196505,0.109351,0.068169,0.52731,0.341415,0.177271,0
0.748534,0.525965,0.139507,0.42921,0.68714,0.015231,0.073221,0.71629,1
0.357228,0.515198,0.501564,0.551218,0.130613,0.080514,0.125927,0.445875,1
0.400505,0.543151,0.39848,0.220125,0.982794,0.877823,0.805916,0.113279,0
0.291611,0.669057,0.745852,0.188649,0.693964,0.462456,0.114048,0.802153,1
0.564152,0.067197,0.347458,0.635821,0.228652,0.1641,0.932755,0.922073,1
0.613829,0.723176,0.270878,0.534559,0.375413,0.924858,0.879241,0.20003,0
0.046668,0.205859,0.763471,0.220837,0.707649,0.714991,0.250612,0.431251,1
0.615944,0.32889,0.311223,0.827483,0.31024,0.397544,0.22665,0.773297,0
0.400983,0.256168,0.318029,0.874865,0.295567,0.459118,0.990839,0.903454,0
0.590239,0.016452,0.562052,0.785387,0.345587,0.382498,0.419749,0.069074,1
0.417669,0.045026,0.730544,0.531605,0.542323,0.13187,0.517564,0.3279,1
0.80334,0.420941,0.788452,0.744254,0.48925,0.59581,0.893431,0.562061,0
0.642096,0.122506,0.595939,0.809254,0.591367,0.388034,0.914749,0.184163,0
0.538468,0.00607,0.825196,0.201887,0.896521,0.25237,0.201625,0.066044,1
0.48891,0.658437,0.365472,0.160402,0.624704,0.062123,0.660178,0.130678,0
0.341775,0.446266,0.137255,0.230546,0.656766,0.047805,0.770099,0.082154,1
0.216609,0.721895,0.151911,0.716631,0.507559,0.36093,0.894645,0.996739,0
0.811998,0.153177,0.491208,0.55248,0.01401,0.813039,0.743935,0.989924,0
0.769156,0.837882,0.337061,0.322917,0.838083,0.775309,0.822596,0.514071,1
0.790646,0.395786,0.18314,0.797017,0.78455,0.462745,0.53222,0.116861,0
0.506407,0.390719,0.824432,0.624774,0.056221,0.426305,0.489055,0.12919,0
0.263385,0.065583,0.1106,0.885687,0.934787,0.92155,0.288696,0.978852,0
0.277053,0.040715,0.981658,0.738867,0.726729,0.786078,0.689302,0.40092,1
0.032767,0.116785,0.332902,0.619826,0.331652,0.290949,0.989504,0.199123,0
0.571055,0.352012,0.939438,0.146242,0.342738,0.172144,0.972994,0.786235,1
0.72932,0.54757,0.61409,0.752946,0.86593,0.14818,0.454545,0.528608,1
0.504304,0.52243,0.487084,0.752864,0.783322,0.491173,0.359594,0.575528,1
0.701769,0.382258,0.475764,0.606826,0.115044,0.35782,0.790687,0.819948,0
0.383967,0.71733,0.389916,0.438947,0.61843,0.117849,0.881928,0.362996,1
0.371641,0.959331,0.394331,0.20262,0.899743,0.755379,0.625384,0.408606,0
0.603273,0.059115,0.976178,0.411848,0.995758,0.209587,0.742381,0.427311,1
0.070571,0.064673,0.112792,0.393977,0.039643,0.347131,0.740011,0.982721,0
0.159539,0.160143,0.016266,0.751064,0.601266,0.206113,0.862543,0.348784,0
0.096221,0.436925,0.354538,0.878393,0.290455,0.340529,0.149345,0.197857,1
0.721538,0.885519,0.2614,0.202134,0.226561,0.063511,0.477627,0.359785,0
0.185682,0.429054,0.013677,0.828926,0.523038,0.135291,0.622614,0.791657,0
0.474353,0.247194,0.197246,0.124195,0.54576,0.214178,0.480284,0.066601,1
0.167436,0.397167,0.777215,0.998084,0.904332,0.80226,0.507287,0.845279,1
0.125795,0.959903,0.70071,0.492931,0.782927,0.839749,0.85797,0.031043,1
0.142827,0.050665,0.905634,0.287824,0.192393,0.925978,0.846199,0.618817,1
0.105059,0.302232,0.548706,0.82001,0.120702,0.408307,0.720295,0.275679,1
0.982914,0.146104,0.345987,0.89409,0.028046,0.314429,0.787246,0.732834,0
0.169749,0.144341,0.010595,0.888496,0.064291,0.07832,0.6508,0.122516,0
0.071491,0.173376,0.846478,0.529041,0.853225,0.760364,0.151186,0.4624,0
0.12684,0.004516,0.289501,0.470424,0.942193,0.47862,0.864583,0.041952,0
0.385527,0.332363,0.386129,0.823957,0.729439,0.637041,0.264307,0.727305,1
0.565737,0.059831,0.250815,0.43675,0.685696,0.667882,0.765881,0.822005,0
0.517518,0.846634,0.138418,0.43473,0.976986,0.529483,0.939798,0.58087,1
0.003272,0.236491,0.636113,0.237493,0.842236,0.402112,0.285331,0.02662,1
0.599402,0.957645,0.2982,0.416192,0.500537,0.932392,0.205171,0.748954,1
0.65068,0.975201,0.903927,0.859754,0.818801,0.705502,0.282376,0.092905,0
0.26463,0.927662,0.230101,0.051284,0.630628,0.680642,0.197495,0.478437,0
0.248857,0.663808,0.304706,0.372959,0.801397,0.58366,0.51842,0.869672,0
0.209148,0.993763,0.046454,0.827251,0.740941,0.007929,0.404978,0.902898,1
0.262095,0.669906,0.455023,0.817996,0.983703,0.343402,0.638276,0.314663,0
0.327665,0.883363,0.260601,0.509544,0.657742,0.358799,0.617107,0.651642,0
0.87548,0.600161,0.2776,0.950766,0.572988,0.519082,0.887768,0.923493,0
0.463707,0.942545,0.651694,0.929048,0.581228,0.017827,0.678702,0.321968,1
0.687132,0.732808,0.965094,0.692013,0.624426,0.594669,0.784255,0.763497,0
0.959687,0.279779,0.471183,0.881075,0.976531,0.404289,0.98061,0.382243,0
0.81542,0.424567,0.518308,0.007059,0.746818,0.645913,0.330887,0.006726,1
0.51411,0.766819,0.718868,0.126503,0.812012,0.192353,0.191826,0.461255,1
0.304035,0.131675,0.207327,0.883449,0.601596,0.62358,0.842087,0.024216,0
0.228803,0.4624,0.59498,0.334689,0.023789,0.93002,0.891767,0.383445,1
0.949851,0.913005,0.115961,0.404139,0.833721,0.068795,0.215986,0.869777,1
0.504662,0.24939,0.380765,0.989474,0.913496,0.995647,0.264586,0.509298,0
0.098042,0.061315,0.250027,0.47288,0.868423,0.413657,0.566327,0.420122,1
