att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,class
0.410084,0.746899,0.45506,0.563059,0.056225,0.705184,0.727582,0.852769,0.482539,-0.018889,1
0.082662,0.092671,0.456557,0.525578,0.474644,0.815485,0.410432,0.109397,0.971646,0.748656,0
0.941916,0.187499,0.682884,0.841685,0.872065,0.607305,0.061751,0.90032,0.120485,-0.012806,0
0.860084,0.31715,1.245567,0.405729,0.37039,0.098036,0.552217,0.039004,0.387545,1.220082,1
0.315448,0.396969,0.416623,0.391105,0.421708,0.98713,0.601387,0.909723,0.457854,0.498824,0
0.750207,0.146131,-0.041599,0.806783,0.2367,0.717786,0.852572,-0.035271,0.805971,0.865449,0
0.701431,0.037876,0.061367,0.840218,0.151007,0.659057,0.818059,0.012282,0.85051,0.98592,0
0.265828,0.593478,0.257009,-0.343171,0.426818,0.460481,0.83209,-0.228932,0.252612,0.722555,1
0.13962,-0.142254,0.731351,0.827591,0.534061,0.971918,0.534651,0.403591,0.86032,0.877265,0
0.072329,0.297141,0.25432,0.944741,0.225653,0.40912,0.581196,0.580814,0.420464,0.177158,0
0.465871,0.537132,0.29945,0.757543,0.951461,0.404477,0.340173,0.389177,0.12551,0.802762,0
0.951899,0.997638,0.265056,0.266613,-0.087482,-0.045295,0.848177,0.400649,0.850825,0.62151,1
1.109226,0.084873,0.853599,0.730946,0.939814,0.657578,-0.040498,1.043283,0.12189,0.005757,0
0.599433,0.005301,-0.012729,0.782404,0.341843,0.708321,0.602815,-0.064295,0.763758,0.946619,0
0.654943,0.2624,0.627956,0.843927,0.375624,0.577478,0.311222,0.862451,0.732155,0.42132,0
0.362893,0.442499,0.317229,0.468594,0.527713,1.023794,0.639788,0.9222,0.500106,0.51155,0
0.042072,0.130196,0.483086,0.5434,0.458913,0.817612,0.401498,0.074983,0.932448,0.734882,0
0.549681,-0.110067,1.110571,0.126682,0.00763,1.193891,0.460544,0.549225,0.139129,0.148023,0
0.706195,1.054121,0.149842,0.599351,0.034531,-0.04036,0.336757,0.010516,0.593483,0.953883,1
0.923525,0.158581,0.715599,0.779947,0.914945,0.603133,0.031716,0.879143,0.179352,0.020648,0
0.660633,0.443294,0.178808,0.379919,1.134727,0.006038,1.030514,1.127995,0.776561,0.774782,0
0.046623,0.098846,0.554318,0.585744,0.281542,0.70489,0.941139,0.080807,0.259228,0.846133,0
-0.029013,0.412265,0.263353,0.83026,0.068663,0.440926,0.466175,0.632992,0.289875,0.359935,0
0.12763,0.263732,0.087953,0.071909,0.629316,0.936748,1.09707,-0.114997,-0.001369,0.758717,0
0.42049,0.527937,0.356135,0.37626,0.563026,1.03689,0.56676,0.939724,0.458739,0.437754,0
0.046958,0.402113,0.223315,1.011202,0.280246,0.253951,0.71861,0.747723,0.341483,0.089459,0
-0.236544,0.676887,0.803149,0.937315,0.868986,0.640083,0.414496,0.286528,0.503069,0.626726,0
0.374419,0.462612,0.334329,0.442711,0.504191,0.998209,0.630048,0.90941,0.507855,0.491428,0
0.501861,0.013796,0.323439,0.173984,0.821966,0.072238,0.477411,0.540348,0.369261,0.402754,1
0.343938,0.943809,0.723144,0.080156,0.256405,0.818156,0.728457,0.258766,0.383228,0.44773,1
0.050268,0.101048,0.554743,0.587104,0.285037,0.706059,0.943642,0.075201,0.260708,0.851688,0
0.242114,0.442807,0.125323,0.964149,0.169193,0.260063,0.656858,0.657698,0.498792,0.097429,0
0.339759,0.83878,0.665214,0.100932,0.208815,0.819793,0.838006,0.231591,0.359365,0.339399,1
0.877179,0.092645,0.069022,0.705938,0.087005,0.788991,0.920862,-0.071785,0.811501,0.847263,0
0.678797,0.157212,-0.317453,1.105259,0.382044,0.896296,1.157645,0.186939,0.84928,0.74315,0
0.800381,0.833706,0.429067,0.343522,0.300334,0.074543,0.559762,0.26564,0.593987,0.969381,1
0.546358,0.59013,0.247647,0.705619,0.941645,0.317755,0.280295,0.417516,0.141281,0.731756,0
0.468775,0.0457,0.34248,0.263538,0.879959,0.111118,0.442432,0.432179,0.261128,0.456412,1
0.047555,0.386224,0.36551,0.947119,0.227877,0.283229,0.638536,0.580692,0.413217,0.162842,0
0.690006,-0.000285,0.254141,0.697887,0.1504,1.066955,0.211657,0.507826,0.618079,0.855089,1
-0.027501,0.16526,0.500428,0.622381,0.413725,0.79551,0.475948,0.0989,0.830525,0.681015,0
0.360141,0.767448,0.633262,0.534604,0.018999,0.89015,0.634928,1.020793,0.560235,-0.019464,1
0.275313,0.680111,0.810163,0.000325,0.03665,1.046037,0.972294,0.424633,0.170327,0.567217,1
-0.026542,0.165939,0.348723,0.519109,0.190791,0.729086,0.841127,0.013363,0.315599,1.003015,0
-0.238506,-0.398119,0.722122,-0.423825,1.214182,0.167477,0.203357,0.070649,0.693386,1.130244,1
0.075839,0.296834,0.281599,0.945457,0.144683,0.314031,0.622682,0.604571,0.385037,0.127982,0
0.703151,0.236806,0.628382,0.870345,0.393169,0.617694,0.249522,0.900544,0.732245,0.386416,0
0.330875,0.440059,0.4249,0.588889,0.563289,0.773133,0.382507,0.377263,0.857996,0.80346,1
0.041081,0.138399,0.481029,0.544485,0.462641,0.80851,0.407685,0.075335,0.924809,0.731295,0
0.490515,0.462014,0.059321,0.650921,1.054074,0.310112,0.238407,0.283597,0.265407,0.830711,0
1.076541,0.067879,0.631247,0.766536,0.978844,0.641208,0.127903,0.80157,0.135452,0.100436,0
0.063426,0.270387,0.295938,0.927874,0.12014,0.313447,0.608928,0.586832,0.396088,0.144267,0
0.270889,0.666171,0.921623,0.029078,0.319804,0.829382,0.655835,0.29397,0.488371,0.068531,1
-0.048905,0.056584,0.511088,0.675113,0.173011,0.672031,1.09488,-0.042973,0.292042,0.828783,0
0.927488,-0.05198,0.179848,0.77259,0.476272,0.402768,0.610251,0.178556,1.032617,0.686606,0
0.523452,0.951002,0.768735,0.05765,0.109434,0.675627,0.791201,0.163369,0.435819,0.285932,1
0.015672,1.094375,0.489877,0.385066,0.320979,0.809617,0.444827,1.250752,0.763597,-0.042469,1
0.365968,0.842432,0.554766,0.863763,-0.130415,1.176094,1.048848,0.726481,0.396871,-0.153513,1
-0.001328,0.210127,0.441784,0.485405,0.518522,0.741581,0.486249,0.01968,0.884055,0.787763,0
0.142262,0.491261,0.547264,0.585598,0.212218,0.609774,0.177483,0.020789,0.176656,0.173485,1
0.028028,0.954246,0.58388,1.2569,0.5501,0.683975,0.627264,-0.062972,0.172732,0.86657,1
0.6107,0.148767,-0.016734,0.619271,0.152349,0.589557,0.987839,-0.138081,0.821892,0.766275,0
0.820869,0.879484,0.378898,0.334351,0.300889,0.047177,0.61373,0.238745,0.567206,0.936881,1
0.040492,0.342591,0.349095,1.027505,0.129142,0.375701,0.533508,0.623538,0.377659,0.103157,0
0.325632,0.769456,0.742678,0.026592,0.295939,0.928752,0.727244,0.353587,0.388988,0.382196,1
0.347304,0.462317,0.329775,0.405456,0.481634,0.971495,0.653022,0.920773,0.482798,0.491213,0
0.334835,0.848892,0.708935,0.058886,0.176035,0.778898,0.770273,0.217961,0.373227,0.375186,1
0.054208,0.700871,0.772293,0.794077,0.6552,0.81574,0.187348,0.315754,0.729473,0.321872,0
0.070506,0.303745,0.27341,0.944702,0.162059,0.342617,0.618454,0.577557,0.360337,0.114484,0
0.310495,-0.066437,-0.212731,0.728113,0.395886,0.980814,0.84447,0.007103,0.769374,1.111592,0
0.486205,0.389932,0.290143,0.522643,1.018081,0.458821,0.161493,0.28209,-0.041699,0.897923,0
0.078127,0.304982,0.272995,0.950871,0.142216,0.312775,0.606853,0.593,0.397916,0.123284,0
0.154533,0.602982,0.940292,0.526597,0.649598,0.700188,0.264979,0.075695,0.583418,0.300534,1
0.067788,0.644148,0.801852,0.831105,0.703694,0.786014,0.216427,0.334763,0.737834,0.378141,0
-0.090941,0.122995,0.646415,0.684175,0.503898,0.69454,0.499469,-0.122412,1.01121,0.528399,0
0.286663,0.930887,0.610753,-0.04098,0.335093,0.958051,0.74056,0.224392,0.48619,0.417379,1
0.418524,0.141139,0.065348,0.197424,0.277222,0.521711,0.613902,0.245357,0.130277,0.712005,0
-0.048256,-0.039886,0.395188,0.639595,0.376942,0.725905,0.189953,0.302357,0.824969,0.51987,0
1.561934,-0.624705,-0.422276,1.277405,0.995395,0.185157,0.65754,-0.184407,1.298973,1.486745,0
0.962693,0.22367,0.709878,0.854806,0.90877,0.650215,0.072419,0.884794,0.09111,-0.004384,0
0.707028,0.784951,0.554463,0.427891,0.325681,0.004634,0.643362,0.17253,0.461603,1.055553,1
1.367284,0.071491,1.061729,0.997565,1.028765,0.529202,0.245045,0.850932,-0.046815,-0.006728,0
0.629893,0.686675,0.402819,0.188986,0.424919,0.348328,0.908485,0.19941,0.70095,0.822781,1
0.45193,0.719052,0.668241,0.402055,0.11138,0.688261,0.617207,0.916396,0.522716,-0.009249,1
0.380616,0.190875,0.379659,0.176463,0.662527,0.291454,0.663775,0.91851,0.674388,-0.004207,1
0.545999,0.50894,0.276744,0.69686,0.881529,0.494638,0.246116,0.342017,0.034823,0.802775,0
0.385662,0.460117,0.31075,0.463806,0.513695,0.996014,0.646194,0.889463,0.516715,0.508911,0
0.044016,0.684882,0.516749,-0.14357,0.121304,0.599445,0.595427,0.225083,0.457418,0.321612,1
0.318942,0.45671,0.391567,0.376997,0.446915,1.009935,0.612104,0.913019,0.463857,0.496792,0
0.789954,0.335469,0.750689,0.765416,0.830374,0.619009,-0.098266,0.893858,-0.017606,-0.031309,0
-0.020631,0.851109,0.433795,-0.073898,0.27225,1.05407,0.692837,0.221081,0.145502,0.317692,1
0.649577,0.113996,-0.098516,0.803693,0.111378,0.787548,0.701227,-0.13358,0.964888,1.030463,0
0.51226,1.213354,0.454535,0.587451,0.254622,-0.093471,0.535078,0.235716,0.764391,1.110824,1
0.161358,0.65146,0.757835,0.72219,0.761945,0.88683,0.209086,0.271243,0.83838,0.343662,0
0.011099,0.275379,0.32064,1.057164,0.072278,0.306965,0.549532,0.563457,0.478105,0.149778,0
0.447204,0.255114,0.671236,0.997729,0.412576,0.481631,0.516226,1.072851,0.980693,0.059932,0
0.00676,0.24263,0.264668,0.9361,0.096198,0.321329,0.669268,0.671029,0.464744,0.046135,0
0.165648,0.331467,0.393107,0.864809,0.197201,0.31701,0.655491,0.496873,0.502666,0.193804,0
0.238019,-0.035892,0.458845,-0.228775,-0.021264,0.233356,1.021502,0.458422,0.11839,0.654849,0
0.479167,0.366066,0.890269,-0.578287,0.376109,0.348163,0.558733,0.689876,0.027505,0.77013,0
0.511051,0.242074,0.174136,0.093613,0.396605,0.717184,0.845323,0.121195,0.131053,0.810781,0
-0.342951,0.605267,1.291845,1.075989,0.972535,1.081325,-0.300693,0.586009,0.852895,0.876314,0
0.069096,0.113421,0.526303,0.542133,0.248477,0.685881,0.931472,0.071162,0.253303,0.8709,0
0.112736,0.346698,0.245166,0.957848,0.159371,0.354379,0.576125,0.579042,0.471204,0.078618,0
0.016406,0.732351,0.770306,0.731149,0.61968,0.752599,0.171323,0.303641,0.730783,0.286119,0
0.928277,0.110555,0.718209,0.902188,0.836178,0.559016,0.068778,0.8581,0.083796,-0.057337,0
0.595014,0.329738,0.234904,0.233,0.779287,0.002244,0.968579,0.697851,1.013174,0.756466,0
0.197746,1.331615,0.879711,0.917842,-0.080814,1.092043,0.034317,-0.192976,0.010921,0.95751,1
0.816548,1.078771,-0.150305,-0.426194,0.711923,0.164645,0.005015,0.193387,1.242877,1.266591,1
0.227461,0.822887,0.272105,-0.056161,-0.238944,0.485803,0.924577,0.593272,0.463793,0.269463,1
0.076631,0.161174,0.473657,0.499169,0.50312,0.844086,0.451871,0.02957,0.898592,0.696891,0
0.134901,0.486883,0.543793,0.571263,0.20081,0.621098,0.177976,0.009614,0.160063,0.17758,1
0.333389,0.585782,0.817583,0.303617,0.179954,0.948161,0.788753,0.3555,0.35334,0.204919,1
0.579032,0.060391,-0.079079,0.633,0.234767,0.584037,0.736805,-0.052728,0.88763,1.025502,0
0.536696,0.570832,0.25003,0.685321,0.965113,0.325014,0.267438,0.422576,0.131648,0.750725,0
-0.048664,0.408709,0.278771,0.482877,0.570792,0.885277,0.770566,-0.206368,0.62532,1.097946,0
0.510105,-0.129729,-0.019085,0.997107,0.472613,0.98735,0.811437,-0.154224,0.647314,1.097357,0
0.515554,0.487542,1.123147,-0.071891,0.370556,1.144871,0.70946,-0.158377,0.523303,-0.032961,1
0.221218,0.306603,0.255298,0.640635,0.720675,0.752852,0.53116,-0.030667,0.782757,0.540818,0
0.10026,0.267229,0.300344,0.947484,0.180212,0.284484,0.612731,0.630325,0.388377,0.0912,0
0.074796,0.158429,0.533902,0.582034,0.291741,0.694884,0.935669,0.031536,0.33017,0.886487,0
-0.036571,0.730559,0.962681,0.960492,0.867873,1.030893,0.087332,0.381319,0.535625,0.118065,0
0.230396,0.285309,0.230085,0.851994,0.183012,0.26297,0.536714,0.610598,0.423818,0.184289,0
0.789756,0.854612,0.426251,0.339767,0.299453,0.073229,0.553216,0.268883,0.60819,0.97827,1
0.159371,0.666091,0.679765,0.77736,0.847011,0.704118,0.140104,0.312925,0.727622,0.404956,0
0.101643,0.081852,0.464618,0.613743,0.442696,0.762511,0.35825,0.090029,0.88388,0.667784,0
0.843861,0.341227,0.332133,0.359458,0.922094,0.051593,0.876751,1.01737,0.953957,0.981527,0
0.199047,-0.055886,0.046703,0.27395,0.974784,0.352135,0.510048,0.858192,0.572037,0.682099,1
0.377949,0.461153,0.343441,0.438463,0.525306,1.010039,0.605944,0.910611,0.492107,0.497201,0
0.999968,0.051391,0.76251,0.879078,0.966141,0.548499,0.145498,0.795181,0.212421,0.110903,0
0.043249,0.142426,0.551956,0.69568,0.172211,0.621822,0.910342,0.058091,0.217933,0.980426,0
0.320777,0.884804,0.582113,0.052333,0.28137,0.794715,0.761822,0.19108,0.440676,0.404621,1
0.041096,0.098973,0.548888,0.590757,0.274822,0.701418,0.937455,0.08676,0.247219,0.84841,0
0.679978,0.156688,0.003348,0.709083,0.179332,0.715622,0.836933,-0.025079,0.854565,1.002761,0
0.34315,0.826495,0.658713,0.112052,0.225379,0.832309,0.829698,0.237555,0.359415,0.358181,1
0.282835,1.028221,0.37272,0.381431,0.168109,0.95837,0.57156,0.733952,0.283509,-0.143189,1
0.426314,-0.007184,-0.013365,1.019216,-0.147771,0.601785,0.630884,0.765266,0.636167,0.721276,0
0.103938,0.764893,0.383352,1.032936,0.460728,0.363336,0.208831,0.035725,0.29338,1.050205,1
0.345327,0.852873,0.574722,0.632844,0.063492,0.785052,0.644078,0.870514,0.464397,0.043847,1
0.677492,0.052487,0.936751,0.319305,0.91584,1.143335,0.759545,1.115279,1.324982,0.985586,0
0.025564,0.723502,0.430338,-0.121696,0.412778,0.707956,0.958976,0.575524,0.415658,0.429038,1
0.521979,0.555721,0.244293,0.691042,0.953055,0.354313,0.261276,0.431409,0.14072,0.760187,0
0.919019,0.075558,0.783251,0.898642,0.836815,0.68486,0.058098,0.951344,0.052971,0.018624,0
0.382572,0.78944,0.637933,0.146279,0.185252,0.868611,0.879336,0.261965,0.388667,0.337255,1
0.391791,-0.216974,0.886035,0.121779,0.255621,0.462631,0.384662,0.154708,1.615743,0.525334,0
0.112167,0.294117,0.300395,0.91023,0.107232,0.315691,0.667723,0.566991,0.348408,0.182317,0
0.085945,0.170779,0.447849,0.572083,0.415598,0.87692,0.419827,-0.002876,0.914836,0.731495,0
0.992443,0.666935,0.624832,0.755025,-0.131175,0.117524,0.141701,0.400068,1.067513,0.942833,1
0.297076,0.515352,0.941437,-0.128168,0.159754,1.010056,0.625877,-0.015315,0.331374,0.030253,1
0.755888,0.308996,0.663971,0.785092,0.308578,0.653397,0.394175,0.848003,0.84384,0.39638,0
0.555654,0.525407,0.246607,0.726811,0.951434,0.383031,0.237012,0.381933,0.143375,0.73209,0
0.326342,0.463083,0.380091,0.939733,0.3585,0.491484,0.443862,0.802279,0.44787,0.165393,0
0.40603,0.426412,0.364843,0.42021,0.492935,0.980239,0.606829,0.909644,0.487067,0.522588,0
0.75039,0.917701,0.336068,0.26341,0.392567,0.158353,0.621201,0.293751,0.53364,1.006372,1
0.472412,0.989658,0.700947,0.023844,0.160633,1.055181,0.571741,0.107047,0.547753,0.35488,1
0.881946,-0.301368,0.692933,0.933665,0.960043,0.304654,-0.32821,0.747936,0.404104,-0.343914,0
0.285054,0.24964,0.124468,0.032581,0.688043,0.82944,1.042565,-0.146648,0.244419,0.589502,0
-0.639225,1.180484,0.995215,0.862508,0.703997,1.10213,1.145409,0.392778,1.278269,0.543399,0
0.632119,0.783741,0.417739,0.075105,-0.099064,0.981972,0.925439,0.315818,0.646903,0.618407,1
0.72846,1.03776,0.761518,0.047525,0.509033,0.855596,0.718147,0.490452,0.669368,0.44853,1
0.051991,0.237173,0.303716,0.940299,0.165777,0.325859,0.562972,0.634061,0.329959,0.127722,0
0.049219,0.132792,0.489868,0.554571,0.457692,0.801825,0.416929,0.080301,0.919195,0.728684,0
0.525373,0.163841,0.456068,1.003487,0.366326,-0.005025,0.855774,-0.288848,1.154937,0.34657,0
0.681292,0.307694,0.602012,0.86138,0.350801,0.614469,0.31509,0.850928,0.716148,0.414877,0
0.120344,0.2501,0.281482,0.925246,0.167401,0.24005,0.57886,0.556435,0.418608,0.130457,0
0.315414,0.80008,0.624892,0.100917,0.221153,0.857575,0.851908,0.25766,0.392635,0.331895,1
0.98643,0.092914,1.365866,0.225385,-0.19113,1.218224,0.745274,0.503816,0.432077,1.274691,0
0.170178,0.420464,0.163866,0.348131,0.517618,0.661653,1.008047,0.257202,0.002616,0.954754,0
0.30732,0.2849,0.008832,0.073277,0.351836,0.62751,0.751317,0.055193,0.007113,0.673368,0
0.443383,0.284812,0.014605,-0.097892,0.261427,0.602151,0.698917,-0.114107,-0.138774,0.738245,0
0.195643,0.206441,0.172733,0.964931,0.210058,0.342667,0.75216,0.604336,0.295271,0.198607,0
0.226732,0.538342,0.592971,0.513646,0.352604,0.502425,0.52724,0.454233,1.007676,0.793579,1
0.095144,0.244008,0.203329,0.890942,-0.033155,0.233295,0.742711,0.600333,0.560699,-0.034426,0
0.227321,-0.002745,0.700635,0.888557,0.235803,0.753848,0.622181,0.058355,1.254109,0.774178,1
0.137774,0.566718,0.932029,0.538551,0.677279,0.699845,0.29502,0.086683,0.584367,0.299094,1
0.705699,0.342308,0.55453,0.649853,0.456624,0.974361,0.763606,1.059739,1.218906,0.84502,0
0.403001,0.778406,0.445009,0.478278,0.135185,0.835029,0.634122,0.791033,0.347839,-0.006174,1
0.733786,0.459644,0.429929,-0.363116,0.686342,0.863209,1.577843,0.517347,0.207293,0.912168,1
0.625026,0.351418,-0.026213,0.024074,0.249758,0.433775,0.882452,-0.004776,-0.089758,0.607775,0
0.16393,0.359566,0.252789,0.910509,0.199578,0.352772,0.691706,0.648497,0.313349,0.107882,0
0.741351,0.281009,-0.319153,-0.29081,0.226475,0.343042,0.475816,0.408027,-0.038644,0.813838,0
-0.355781,1.177761,1.386342,0.958247,-0.39253,0.492207,-0.104526,1.170624,1.630482,0.87609,0
0.113726,0.317601,0.311025,0.921628,0.125286,0.301046,0.634821,0.638256,0.414667,0.165136,0
0.945357,0.334792,1.322971,1.059163,0.73802,1.177062,0.0469,-0.128211,1.107842,0.183284,0
0.528269,0.750257,0.675156,0.025701,0.347768,0.950021,0.710507,0.264526,0.175647,0.226229,1
-0.178844,-0.057887,-0.422883,0.496451,1.114134,1.360264,0.386564,0.409939,1.062288,1.767161,0
0.687154,0.975806,0.565181,0.193469,0.097372,0.031491,0.42689,0.105007,0.628976,1.078087,1
0.548605,0.583214,0.259797,0.697952,0.952829,0.340983,0.26843,0.406624,0.116917,0.763216,0
0.072044,0.014212,0.363025,0.680972,0.674254,0.661463,0.038496,-0.466134,0.63719,0.209184,0
0.668472,0.245519,0.763371,0.916166,0.438855,0.438256,0.652424,-0.1344,1.266123,0.346728,0
0.026683,0.159296,0.469442,0.551541,0.45592,0.795959,0.4139,0.081956,0.934666,0.751547,0
0.137128,0.478247,0.550054,0.566275,0.194917,0.617493,0.177427,0.021132,0.158403,0.179091,1
1.070795,0.239881,0.514078,0.623839,0.647343,0.329752,0.094798,1.112356,0.378816,0.16747,0
0.991967,0.398398,0.747966,0.729503,0.782242,0.587017,0.171224,1.125528,0.319567,0.126512,0
0.794638,-0.28363,0.447768,0.606209,0.942318,1.275118,0.693597,-0.797332,1.390112,1.415288,0
0.081549,0.296609,0.284963,0.94822,0.145103,0.316271,0.620615,0.606417,0.388583,0.133752,0
0.664288,0.766346,0.745167,0.077846,0.369371,0.988487,0.462863,0.539324,0.776991,0.783533,1
0.251759,1.203993,0.842047,0.404006,-0.039544,0.829525,0.361892,0.791483,0.471786,-0.300189,1
0.033526,0.133842,0.480151,0.526975,0.422051,0.810529,0.423062,0.089952,0.871861,0.773705,0
0.986781,0.20348,0.702099,0.87085,0.84488,0.595931,0.075086,0.902988,0.121419,-0.028734,0
0.964935,0.174302,0.693942,0.838035,0.874246,0.613657,0.06005,0.89383,0.137675,-0.000814,0
-0.167344,0.264064,0.781182,0.231389,0.853345,0.722669,0.218736,0.008286,0.713694,0.486378,0
0.083528,0.133376,0.552851,0.612738,0.232494,0.700286,0.905357,0.0445,0.256374,0.895517,0
0.047918,0.134701,0.47683,0.547107,0.457895,0.803586,0.406934,0.080423,0.930305,0.731442,0
0.875627,0.075776,0.443647,0.658768,0.24269,0.692469,0.482071,0.6484,0.749351,0.296386,0
0.405018,0.474158,0.307239,0.458116,0.499338,0.98132,0.618509,0.886111,0.520905,0.482541,0
0.424475,0.239279,0.089316,0.056983,0.485272,0.692663,0.775775,0.086777,0.103768,0.755132,0
0.252102,0.165351,0.137792,0.796882,0.005764,0.192828,0.648804,0.703582,0.474019,0.334637,0
0.124049,0.714786,0.792256,0.714466,0.686327,0.872457,0.170335,0.344371,0.665022,0.306668,0
0.429181,0.337732,0.003166,0.016917,0.340021,0.618295,0.799518,0.09406,0.076698,0.615949,0
0.404862,0.899265,0.648577,0.08636,0.285816,0.851394,0.81211,0.208416,0.361785,0.315432,1
0.125369,-0.093,0.7279,0.590301,0.26203,0.989505,0.273776,0.304578,0.683759,0.848606,0
1.090581,0.281519,0.682979,1.053677,1.002541,0.849248,0.225474,0.967909,0.374339,-0.083989,0
0.530499,0.326174,0.34856,0.238997,0.308498,0.613951,1.001061,0.178237,0.082397,0.265764,1
0.112388,0.319391,0.251348,0.907075,0.214454,0.259431,0.605234,0.551927,0.406512,0.069172,0
0.873027,1.069342,0.697731,0.063446,0.476866,-0.227405,0.382158,0.589474,0.737376,1.011191,1
-0.025498,0.20206,0.170095,0.181135,0.715975,1.051595,0.478339,0.038615,0.721461,1.076327,0
1.079558,0.041012,0.569798,0.919488,0.887676,0.541029,0.181747,0.796392,0.026854,0.045788,0
0.801142,0.005642,0.558697,0.820456,1.188404,0.356485,-0.198073,0.683829,0.400098,-0.070009,0
0.17877,0.473218,0.331637,1.011879,0.02378,0.41758,0.661921,0.649831,0.475789,0.238459,0
0.169638,0.848865,0.146586,0.419294,0.283047,1.344128,1.269904,0.253061,0.266816,0.238368,1
0.729736,1.375471,1.078411,-0.078904,0.280542,0.780531,0.79239,-0.130422,0.905664,0.434569,1
0.179061,0.266474,0.565073,1.19065,0.787518,0.030489,-0.205356,1.306148,0.951924,0.424732,0
0.153983,0.792287,-0.08004,0.399969,0.331599,1.878077,1.129395,0.013523,0.267024,0.938614,1
0.377891,1.024393,0.806679,-0.097298,0.156799,0.937026,0.69497,0.361757,0.148258,0.211658,1
0.662414,0.767191,0.366338,0.348343,0.214229,0.147064,0.389775,0.204758,0.651767,1.019436,1
0.798553,-0.034198,0.042803,0.71531,0.212733,0.671603,0.704775,-0.03625,0.829351,0.887321,0
0.395614,0.829852,0.476909,0.549015,0.034306,0.724727,0.60203,0.940065,0.478654,0.069721,1
0.307647,0.439779,0.343944,0.471807,0.568698,1.051336,0.576595,0.895768,0.58695,0.52426,0
0.202805,0.408229,0.158228,0.906242,0.21703,0.328148,0.627845,0.619286,0.464828,0.081101,0
0.303326,0.38135,-0.054881,0.10603,0.39484,0.685068,0.791828,-0.023937,0.152814,0.600859,0
0.290867,-0.032903,0.506151,0.29061,0.711745,0.871145,0.133168,0.103877,0.84631,0.476014,0
0.213535,0.917231,0.730599,0.120362,0.155101,0.736952,0.731997,0.33318,0.34743,0.356568,1
0.415203,0.529978,-0.385246,-0.026974,0.532053,0.437244,0.875765,0.048294,0.003915,0.267157,0
1.069387,0.247149,0.661263,0.761943,0.760137,0.561464,0.190314,0.94127,0.061459,-0.064013,0
0.39674,0.800766,0.616409,0.060724,0.194198,0.805759,0.791863,0.25945,0.328208,0.427784,1
0.612777,0.287839,0.061545,0.139203,0.83299,0.949504,0.463831,-0.272599,-0.222487,0.906909,0
0.404632,0.804855,0.671247,-0.09632,0.187232,0.8761,0.691229,0.342428,0.13992,0.233562,1
0.723625,0.853241,0.470053,-0.054367,-0.122361,0.452129,1.074078,0.547026,0.248871,0.122423,1
-0.09454,-1.034165,0.026506,0.444558,0.241995,0.510493,1.490569,-0.110213,1.259325,0.229043,0
0.359665,0.49019,0.303188,0.411012,0.480649,1.026972,0.665855,0.941909,0.53938,0.470871,0
0.339066,0.825389,0.659057,0.111849,0.22756,0.837039,0.829255,0.237688,0.367749,0.353967,1
0.043588,0.244022,0.343323,0.856683,0.121632,0.300219,0.629911,0.616324,0.355285,0.161107,0
0.400469,0.274306,0.076619,0.104689,0.439297,0.68114,0.798413,0.080955,0.100721,0.730916,0
0.091164,0.336594,0.300994,0.930298,0.173029,0.323243,0.620591,0.629084,0.406679,0.13262,0
0.04555,0.67035,0.805759,0.801636,0.676554,0.803033,0.197175,0.330809,0.733099,0.351288,0
0.242278,0.31926,0.825022,0.239562,0.142439,1.148411,0.802634,0.210879,0.491925,0.833453,1
0.834045,0.178378,0.062235,0.646307,0.410974,0.696338,0.982062,0.026309,0.754647,1.048939,0
-0.001349,0.392164,0.227546,1.104037,0.297375,0.281262,0.779277,0.454756,0.489946,0.128807,0
1.086674,1.276171,1.064184,0.614991,0.79948,0.777185,1.425418,-0.186478,0.411197,-0.434324,1
0.080322,0.312754,0.288473,0.939276,0.143288,0.331215,0.600666,0.599215,0.394853,0.127588,0
0.347032,0.78456,0.581735,0.083531,0.172166,0.871181,0.891417,0.270736,0.299575,0.366454,1
1.00467,0.073153,0.70363,0.962546,0.780053,0.589338,-0.001039,0.929497,0.087991,0.004998,0
0.378197,0.556761,0.093673,0.272471,0.617641,1.100741,0.288802,-0.246246,0.862554,1.116589,0
0.080706,0.305999,0.297467,0.962978,0.126402,0.286892,0.618213,0.625423,0.393267,0.113047,0
0.44068,0.375921,0.094609,0.114257,0.413925,0.73484,0.699902,0.160224,0.020979,0.779017,0
0.154833,0.077357,0.254904,0.01903,0.240856,0.427189,0.669504,-0.122509,0.216782,0.482695,0
0.992499,0.192158,0.757127,0.89025,0.875645,0.610215,0.132176,0.970324,0.157318,0.001114,0
0.488053,1.081559,0.549186,0.189341,0.368894,0.886774,0.747458,0.369034,0.202303,0.228738,1
-0.047208,0.32116,0.380404,0.862665,0.165862,0.38977,0.601956,0.683984,0.356833,0.187125,0
-0.359119,0.783055,0.327412,-0.104207,0.578472,1.312486,-0.031583,0.661889,1.476265,0.80083,0
0.457304,0.387077,0.115241,0.593318,0.415593,0.319804,0.708857,0.122708,0.921319,1.197731,0
0.866904,0.544653,1.005187,0.704828,0.802161,0.408841,0.153877,0.914875,0.419976,-0.182319,0
-0.199293,0.042742,0.732843,0.535104,0.426501,0.485508,0.367507,0.200855,0.916811,0.913258,0
0.306495,0.759665,0.661303,0.115898,0.11318,0.801206,0.846189,0.15775,0.3031,0.346362,1
